c25839      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25841      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25844      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25848      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25850      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25853      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25857      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25859      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25862      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25866      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25868      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25871      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25875      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25877      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25880      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25884      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25886      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25889      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25893      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25895      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25898      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25902      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25904      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25907      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25911      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25913      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25916      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25920      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25922      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25925      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25929      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25931      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25934      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25938      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25940      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25943      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25947      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25949      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25952      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25956      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25958      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25961      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25965      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25967      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25970      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25974      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25976      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25979      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25983      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25985      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25988      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c25992      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c25994      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c25997      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26001      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26003      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26006      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26010      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26012      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26015      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26019      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26021      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26024      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26028      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26030      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26033      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26037      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26039      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26042      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26046      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26048      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26051      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26055      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26057      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26060      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26064      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26066      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26069      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26073      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26075      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26078      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26082      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26084      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26087      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26091      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26093      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26096      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26100      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26102      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26105      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26109      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26111      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26114      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26118      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26120      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26123      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26127      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26129      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26132      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26136      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26138      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26141      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26145      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26147      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26150      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26154      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26156      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26159      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26163      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26165      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26168      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26172      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26174      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26177      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26181      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26183      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26186      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26190      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26192      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26195      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26199      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26201      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26204      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26208      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26210      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26213      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26217      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26219      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26222      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26226      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26228      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26231      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26235      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26237      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26240      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26244      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26246      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26249      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26253      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26255      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26258      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26262      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26264      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26267      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26271      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26273      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26276      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26280      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26282      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26285      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26289      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26291      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26294      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26298      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26300      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26303      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26307      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26309      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26312      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26316      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26318      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26321      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26325      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26327      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26330      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26334      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26336      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26339      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26343      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26345      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26348      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26352      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26354      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26357      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26361      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26363      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26366      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26370      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26372      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26375      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26379      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26381      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26384      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26388      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26390      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26393      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26397      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26399      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26402      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26406      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26408      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26411      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26415      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26417      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26420      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26424      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26426      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26429      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26433      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26435      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26438      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26442      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26444      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26447      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26451      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26453      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26456      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26460      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26462      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26465      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26469      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26471      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26474      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26478      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26480      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26483      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26487      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26489      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26492      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26496      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26498      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26501      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26505      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26507      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26510      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26514      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26516      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26519      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26523      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26525      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26528      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26532      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26534      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26537      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26541      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26543      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26546      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26550      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26552      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26555      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26559      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26561      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26564      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26568      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26570      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26573      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26577      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26579      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26582      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26586      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26588      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26591      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26595      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26597      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26600      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26604      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26606      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26609      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26613      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26615      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26618      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26622      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26624      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26627      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26631      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26633      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
c26636      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7A8:  AD 02 20  LDA $2002 = #$10
c26640      A:10 X:FF Y:00 S:FF P:nvubdIzc $C7AB:  29 80     AND #$80
c26642      A:00 X:FF Y:00 S:FF P:nvubdIZc $C7AD:  F0 F9     BEQ $C7A8
